Campaign_ID,Channel,Product_Category,Region,Longitude,Latitude,Budget,Spend,Impressions,Clicks,CTR,Conversions,CR,Revenue,ROI,Duration,Start_Date,End_Date,Customer_Satisfaction,Campaign_Effectiveness,Market_Segment
CAM3755,Email,Automotive,Kuala Lumpur,101.6869,3.139,,7529,786641,30544,0.3226,3265,0.3038,122602,4.15,175,24/10/2023,17/3/2023,3,8,Medium
CAM3756,Email,Groceries,Sabah,116.0735,5.9783,77608,260149,447986,11648,0.5207,5262,0.1839,54288,3.34,26,1/6/2023,21/3/2023,4,71.1319595,High
CAM3757,Billboard,Health,Sarawak,110.3626,1.5532,209138,248988,429248,17881,0.5663,,0.8221,745479,1.38,126,29/8/2023,23/4/2023,1,10,Low
CAM3758,Radio,Fashion,Sarawak,110.3626,1.5532,43992,218307,,13101,0.6397,,0.155,600250,4.18,325,19/10/2023,24/5/2023,5,2,High
CAM3759,Social Media,Fashion,Kuala Lumpur,101.6869,3.139,251207,143576,416227,47393,,1951,0.4932,911495,1.14,143,6/3/2023,4/2/2023,3,1,High
CAM3760,Social Media,Automotive,Kuala Lumpur,101.6869,3.139,318130,338249,810675,12412,0.022,1296,0.528,,0.82,361,9/5/2023,15/1/2023,3,2,Low
CAM3761,Email,Electronics,Johor,103.662,1.492,244980,399953,,41244,0.3109,6630,0.3496,681396,1.61,51,8/7/2023,22/3/2023,2,4,Low
CAM3762,TV,Groceries,Kuala Lumpur,101.6869,3.139,270650,279244,,40735,0.3505,5654,0.3047,99692,4.47,52,31/12/2023,11/5/2023,5,2,High
CAM3763,Social Media,Automotive,Sabah,116.0735,5.9783,419951,140389,676648,49672,0.9948,2028,0.7809,701231,,314,11/4/2023,25/1/2023,1,3,High
CAM3764,Email,Health,Johor,103.662,1.492,262301,268756,,49691,0.7166,8903,0.3192,439272,1.93,109,30/10/2023,7/10/2023,5,5,
CAM3765,Radio,Automotive,Kuala Lumpur,101.6869,3.139,355847,23103,10322,29560,,329,0.5664,167659,1.94,16,27/12/2023,25/2/2023,4,2,Low
CAM3766,TV,Fashion,Johor,103.662,1.492,421582,,119532,,0.2367,,0.5375,135850,4.29,91,17/3/2023,2/12/2023,4,1,High
CAM3767,Billboard,Health,Sarawak,110.3626,1.5532,436373,145678,,44883,0.8252,4488,0.0993,233179,20.49591857,108,22/3/2023,20/11/2023,4,5,Medium
CAM3768,TV,Health,Sabah,116.0735,5.9783,314251,207155,929262,39469,0.2505,3536,0.4148,240690,1.97,199,11/10/2023,24/9/2023,1,3,Medium
CAM3769,Radio,Groceries,Sarawak,110.3626,1.5532,154269,412407,657899,12245,0.8329,7006,0.8088,587969,,265,4/6/2023,14/2/2023,4,9,High
CAM3770,Email,Fashion,Kuala Lumpur,101.6869,3.139,264543,69040,421275,28894,0.7078,2788,,324159,2.39,16,17/1/2023,15/5/2023,4,3,Low
CAM3771,Radio,Automotive,Sabah,116.0735,5.9783,386357,132705,493171,9000,0.5011,1583,0.5363,,3.42,199,4/5/2023,6/6/2023,1,1,Medium
CAM3772,Billboard,Automotive,Penang,100.3314,5.4141,312537,65044,414440,31807,0.4805,771,0.4315,903474,2.63,112,4/4/2023,13/8/2023,5,3,Low
CAM3773,Email,Electronics,Kuala Lumpur,101.6869,3.139,142406,311503,648441,18134,0.6693,6765,0.0278,713979,3.58,23,5/10/2023,16/2/2023,1,4,Low
CAM3774,Email,Fashion,Sarawak,110.3626,1.5532,444227,232282,138869,36496,0.5,427,0.3651,156082,4.59,172,10/11/2023,12/8/2023,,8,Medium
CAM3775,Billboard,Electronics,Sabah,116.0735,5.9783,408190,57905,70649,23446,0.1444,,0.1931,532034,1.14,233,16/2/2023,27/2/2023,5,6,High
CAM3776,Radio,Fashion,Sabah,116.0735,5.9783,81863,119190,592772,4258,0.9711,9335,0.287,530318,2.84,194,20/8/2023,11/11/2023,1,4,Low
CAM3777,Social Media,Electronics,Penang,100.3314,5.4141,267872,380110,346118,21787,0.8092,7195,0.773,716436,2.01,86,7/6/2023,1/5/2023,3,80.02345444,Low
CAM3778,Social Media,Automotive,Sabah,116.0735,5.9783,325073,,336361,167871.4015,0.9424,2916,0.1736,285623,4.01,321,23/8/2023,20/6/2023,1,8,High
CAM3779,Billboard,Fashion,Johor,103.662,1.492,498174,118443,532271,31956,0.5091,5957,0.5254,280550,1.4,256,14/2/2023,5/11/2023,1,9,Medium
CAM3780,Email,Fashion,Sarawak,110.3626,1.5532,60327,20203,118052,35292,0.9636,5692,0.6974,,3.36,241,23/5/2023,27/11/2023,2,,High
CAM3781,TV,Groceries,Kuala Lumpur,101.6869,3.139,94894,267998,815212,37304,0.8608,8244,0.9455,,3.03,221,14/5/2023,24/9/2023,5,,Medium
CAM3782,Billboard,Fashion,Kuala Lumpur,101.6869,3.139,304523,178983,771392,11455,0.2904,5892,0.5006,854442,1.9,75,21/2/2023,4/9/2023,5,7,High
CAM3783,Email,Health,Sarawak,110.3626,1.5532,275714,,46458,22836,0.709,462,0.0981,167354,1.18,108,13/2/2023,19/1/2023,2,2,High
CAM3784,Billboard,Electronics,Penang,100.3314,5.4141,80343,,159932,24499,0.8061,2642,0.1637,470291,,272,26/3/2023,8/6/2023,1,,High
CAM3785,Billboard,Health,Kuala Lumpur,101.6869,3.139,186800,248078,663223,,0.7326,1854,0.1808,69302,,276,1/1/2023,8/5/2023,1,3,Low
CAM3786,TV,Electronics,Penang,100.3314,5.4141,65262,319233,611460,26500,9.318891475,2916,0.1617,571158,4.72,,22/3/2023,25/3/2023,2,4,Medium
CAM3787,Radio,Health,Johor,103.662,1.492,263523,199220,977511,34258,0.152,2686,0.701,477590,2.44,150,17/7/2023,16/8/2023,1,4,High
CAM3788,Social Media,Fashion,Penang,100.3314,5.4141,439666,409073,400301,8948,,1927,0.1934,441678,2.99,298,30/8/2023,12/7/2023,27.63326321,,Medium
CAM3789,Email,Health,Penang,100.3314,5.4141,118123,402163,947024,24313,0.9142,416,0.5968,821880,1.98,230,24/1/2023,24/9/2023,2,10,Medium
CAM3790,Email,Fashion,Penang,100.3314,5.4141,287983,5402,264735,19027,0.6495,1360,0.5361,259995,3.98,11,26/3/2023,20/12/2023,4,9,High
CAM3791,Radio,Electronics,Penang,100.3314,5.4141,470506,414571,835620,1615,0.8639,,0.5857,,1.15,1297.315196,1/1/2024,4/10/2023,5,10,Low
CAM3792,Radio,Electronics,Penang,100.3314,5.4141,471217,198420,503553,15261,0.7576,277,0.8771,720701,0.24,146,5/2/2023,31/3/2023,4,9,Medium
CAM3793,Billboard,Electronics,Johor,103.662,1.492,17281,237097,278137,35147,0.156,9721,0.0027,188251,4.91,93,9/3/2023,12/1/2023,5,8,
CAM3794,Email,Groceries,Sabah,116.0735,5.9783,431621,406203,46738,39047,0.5315,7001,0.1099,654086,3.52,,26/3/2023,26/4/2023,4,1,High
CAM3795,Billboard,Automotive,Kuala Lumpur,101.6869,3.139,366050,86370,396678,31945,0.6202,5994,0.5794,134881,1.61,,17/10/2023,12/2/2023,2,2,High
CAM3796,Radio,Electronics,Sarawak,110.3626,1.5532,494367,125567,544737,18802,0.8042,1061,0.7409,124612,1.45,,8/11/2023,1/1/2024,1,,
CAM3797,Email,Electronics,Penang,100.3314,5.4141,328665,220725,30821,27849,0.8799,1056,0.2205,323465,2.18,44,15/7/2023,31/3/2023,3,10,Medium
CAM3798,Social Media,Groceries,Sarawak,110.3626,1.5532,48992,335699,263679,47092,0.1158,3866,0.1066,413696,3.83,290,27/2/2023,28/10/2023,3,9,Low
CAM3799,Email,Groceries,Johor,103.662,1.492,471514,148422,282310,195700.8398,0.7258,29115.1508,0.2854,301684,17.05022791,342,10/3/2023,28/10/2023,5,7,High
CAM3800,Email,Health,Sabah,116.0735,5.9783,476552,429437,895175,39374,0.6784,4351,0.8582,764824,4.23,,6/12/2023,31/5/2023,5,4,
CAM3801,Billboard,Groceries,Penang,100.3314,5.4141,363749,195141,935115,38133,0.3022,4564,0.014,86062,,91,9/6/2023,1/6/2023,,7,High
CAM3802,Radio,Health,Sarawak,110.3626,1.5532,423958,246434,338808,40159,0.8215,2764,0.1807,93588,2.82,,30/6/2023,8/1/2023,46.05543868,,Low
CAM3803,Billboard,Automotive,Johor,103.662,1.492,304040,209121,940541,,0.3196,5831,0.8189,99911,,341,16/8/2023,27/7/2023,4,6,Medium
CAM3804,Social Media,Health,Penang,100.3314,5.4141,381516,75362,231077,8180,0.2561,9123,0.7473,,1.06,108,21/8/2023,1/6/2023,4,3,Medium
CAM3805,TV,Fashion,Kuala Lumpur,101.6869,3.139,490980,108982,408986,31146,0.1975,,,295771,,55,12/4/2023,12/3/2023,1,1,High
CAM3806,TV,Health,Sarawak,110.3626,1.5532,285843,5958,264771,45469,0.1482,5529,0.4866,973571,1.23,264,28/6/2023,21/11/2023,5,4,Medium
CAM3807,Billboard,Electronics,Kuala Lumpur,101.6869,3.139,237332,293923,477873,5221,0.5911,6614,0.6124,225375,0.12,69,29/7/2023,7/5/2023,5,1,High
CAM3808,Social Media,Health,Sarawak,110.3626,1.5532,24161,339997,589945,44480,0.7546,8974,0.952,599756,3.93,52,28/9/2023,6/3/2023,2,5,
CAM3809,TV,Groceries,Sabah,116.0735,5.9783,93857,441689,,29111,,2567,0.4123,,1.71,5,25/1/2023,9/2/2023,1,3,High
CAM3810,Email,Fashion,Penang,100.3314,5.4141,314355,,286764,33750,,,0.4643,88187,1.19,149,19/5/2023,2/6/2023,4,8,High
CAM3811,Billboard,Electronics,Johor,103.662,1.492,26436,418151,111644,2820,0.1653,1780,0.935,492712,0.8,311,22/3/2023,6/2/2023,2,8,Medium
CAM3812,Email,Electronics,Sarawak,110.3626,1.5532,479030,30812,135881,8277,0.61,213,0.4956,857240,0.99,319,12/12/2023,27/3/2023,4,5,Medium
CAM3813,Email,Electronics,Johor,103.662,1.492,384445,36194,195817,,0.0471,4331,0.3893,397853,1.49,,23/8/2023,9/11/2023,1,6,Low
CAM3814,Radio,Fashion,Sabah,116.0735,5.9783,257432,261405,509467,30168,0.434,5420,0.5915,704355,2.82,313,9/11/2023,5/10/2023,,1,High
CAM3815,Billboard,Health,Sabah,116.0735,5.9783,425121,294199,502284,5426,0.5323,825,0.3821,304063,3.62,228,23/2/2023,25/1/2023,4,5,Low
CAM3816,Social Media,Health,Sabah,116.0735,5.9783,244277,79661,385503,17050,0.0762,9541,0.9072,528888,0.38,36,28/4/2023,27/7/2023,4,2,High
CAM3817,Email,Automotive,Sabah,116.0735,5.9783,483963,369864,995737,8110,,6016,,412123,2.34,357,14/7/2023,24/12/2023,3,4,Low
CAM3818,Email,Fashion,Sarawak,110.3626,1.5532,127908,172813,567237,40418,0.7352,979,0.8598,810283,3.94,94,24/6/2023,17/2/2023,1,6,Low
CAM3819,Email,Electronics,Johor,103.662,1.492,217217,264788,177183,2313,0.7584,2320,0.2048,498341,0.71,353,23/12/2023,10/5/2023,3,10,Medium
CAM3820,Email,Fashion,Sabah,116.0735,5.9783,370983,160200,814259,9183,0.3269,2353,0.499,969259,4.87,122,17/5/2023,,1,1,High
CAM3821,Email,Groceries,Sarawak,110.3626,1.5532,401404,258170,370805,3125,0.8772,,0.5153,919021,3.64,165,4/2/2023,12/5/2023,4,10,Medium
CAM3822,Radio,Automotive,Kuala Lumpur,101.6869,3.139,16847,195170,644607,854,0.1283,3945,0.0224,,0.4,134,18/1/2023,2/9/2023,4,3,Low
CAM3823,TV,Electronics,Kuala Lumpur,101.6869,3.139,191136,35565,167642,,0.1057,,,268263,0.37,305,15/4/2023,20/4/2023,2,1,Low
CAM3824,Billboard,Health,Kuala Lumpur,101.6869,3.139,252797,,421229,29754,0.3955,6862,0.1558,845032,0.54,,20/10/2023,16/11/2023,5,8,Low
CAM3825,Billboard,Groceries,Johor,103.662,1.492,499800,228604,577215,28299,0.3223,6899,0.9664,273338,1.87,153,15/8/2023,27/10/2023,5,7,Medium
CAM3826,Billboard,Fashion,Sarawak,110.3626,1.5532,,423535,,49260,0.1371,7766,0.4942,3210384.127,4.49,277,28/3/2023,23/8/2023,4,2,Low
CAM3827,Radio,Electronics,Kuala Lumpur,101.6869,3.139,132523,34438,237039,27484,0.7152,1601,0.3763,491314,1.05,11,9/8/2023,24/1/2023,3,,High
CAM3828,Social Media,Health,Sabah,116.0735,5.9783,19442,131841,558158,36764,0.5264,8501,0.8093,729571,1.55,87,20/1/2023,31/8/2023,1,5,High
CAM3829,Billboard,Automotive,Sarawak,110.3626,1.5532,92560,164387,979294,7749,0.976,8055,0.3212,712436,0.1,196,22/2/2023,8/4/2023,5,3,Low
CAM3830,Email,Health,Kuala Lumpur,101.6869,3.139,2988850.919,102081,17225,469,0.4724,2097,0.2612,104946,2.76,10,26/3/2023,8/4/2023,4,,High
CAM3831,Billboard,Groceries,Kuala Lumpur,101.6869,3.139,405784,295191,,,,5946,0.2133,465985,1.43,,4/4/2023,14/11/2023,1,8,High
CAM3832,Billboard,Health,Penang,100.3314,5.4141,308605,415398,104921,41146,0.421,9979,0.7633,467738,10.81233965,70,18/5/2023,20/10/2023,4,2,High
CAM3833,Email,Groceries,Penang,100.3314,5.4141,267299,200138,401963,45903,0.705,9776,0.9307,638835,2.54,310,7/2/2023,15/3/2023,2,9,High
CAM3834,Email,Fashion,Kuala Lumpur,101.6869,3.139,124614,414008,677640,58490.62612,0.0979,9726,0.2714,861695,4.65,191,19/10/2023,25/4/2023,3,9,Low
CAM3835,Email,Automotive,Johor,103.662,1.492,217088,358383,662309,37746,0.7596,7626,0.5586,983573,1.08,315,4/12/2023,1/11/2023,2,6,High
CAM3836,Social Media,Health,Penang,100.3314,5.4141,61088,263461,211514,178,0.4657,9040,0.2165,709056,1.46,129,23/3/2023,18/3/2023,1,10,Medium
CAM3837,Social Media,Electronics,Sabah,116.0735,5.9783,402901,113786,302832,46338,0.3504,9534,,732874,1.36,310,4/10/2023,,4,2,Low
CAM3838,Billboard,Automotive,Kuala Lumpur,101.6869,3.139,278005,283094,574241,23240,0.7314,3009,0.6754,455596,2.99,189,25/2/2023,5/12/2023,2,7,Medium
CAM3839,Billboard,Groceries,Penang,100.3314,5.4141,335779,188394,288978,39783,,4291,0.349,568994,2.16,152,21/1/2023,7/6/2023,,4,
CAM3840,Social Media,Fashion,Kuala Lumpur,101.6869,3.139,100002,112409,,4075,,9394,5.404961142,599521,1.21,250,8/12/2023,4/3/2023,3,9,Low
CAM3841,Billboard,Electronics,Penang,100.3314,5.4141,223426,112684,,45963,0.7469,,0.2952,592826,,240,26/7/2023,6/11/2023,1,10,Low
CAM3842,Social Media,Health,Sarawak,110.3626,1.5532,263691,229342,393573,36853,0.6965,7151,0.2724,693386,3.53,348,12/7/2023,15/9/2023,5,,High
CAM3843,Social Media,Electronics,Kuala Lumpur,101.6869,3.139,344650,,538553,3653,0.2528,4408,,848350,1.57,324,11/11/2023,4/3/2023,5,17.78298987,Low
CAM3844,Social Media,Groceries,Sarawak,110.3626,1.5532,398469,380156,965774,4218,0.8417,209,0.3436,974289,2.22,106,29/8/2023,15/10/2023,5,8,Low
CAM3845,Billboard,Automotive,Johor,103.662,1.492,,250054,592806,39504,0.8779,4360,0.4127,54658,4.59,180,19/11/2023,23/6/2023,1,7,Medium
CAM3846,Radio,Fashion,Johor,103.662,1.492,46343,113643,904031,20502,0.4864,5197,,904529,2.93,288,11/7/2023,19/12/2023,4,6,Low
CAM3847,Social Media,Groceries,Johor,103.662,1.492,415608,347608,35560,44338,0.0939,4468,0.4131,515099,3.33,250,19/7/2023,5/9/2023,2,9,Medium
CAM3848,Billboard,Automotive,Johor,103.662,1.492,299443,191186,334369,3728,0.2158,,0.7262,103085,,165,12/7/2023,26/4/2023,5,2,Medium
CAM3849,Email,Groceries,Sabah,116.0735,5.9783,,371234,838487,21471,0.1031,4009,0.0351,248296,,106,7/7/2023,,3,10,Medium
CAM3850,Social Media,Electronics,Johor,103.662,1.492,30012,427770,225211,47950,0.1526,2603,0.7275,,1.76,274,11/9/2023,24/1/2023,2,4,Medium
CAM3851,Radio,Automotive,Kuala Lumpur,101.6869,3.139,273992,177907,106140,40942,,1295,0.441,2820738.897,0.59,194,25/11/2023,17/11/2023,5,9,High
CAM3852,Email,Automotive,Kuala Lumpur,101.6869,3.139,299119,143585,,18358,5.588463116,7054,0.2801,986798,2.65,133,24/5/2023,12/7/2023,5,2,Medium
CAM3853,Billboard,Electronics,Penang,100.3314,5.4141,459309,,787438,14903,,,0.3512,577384,2.16,217,22/11/2023,6/5/2023,2,7,Low
CAM3854,Billboard,Health,Johor,103.662,1.492,408712,349137,958004,24390,,,0.1969,350826,2.51,225,9/6/2023,15/12/2023,5,9,Medium
CAM3855,Billboard,Groceries,Johor,103.662,1.492,212220,63237,966955,37996,0.7162,4842,0.1051,486970,,149,26/7/2023,5/6/2023,,,Low
CAM3856,TV,Electronics,Sarawak,110.3626,1.5532,261832,1385588.297,125850,47826,0.9579,8123,0.3268,812474,3.79,274,19/8/2023,17/9/2023,5,,Medium
CAM3857,Radio,Health,Penang,100.3314,5.4141,,,700775,27177,0.1638,2623,0.5869,825819,3.57,315,18/4/2023,6/8/2023,1,2,Low
CAM3858,Billboard,Groceries,Penang,100.3314,5.4141,417942,77553,929727,31483,0.4419,4957,0.6113,460183,0.21,104,9/11/2023,,5,7,Low
CAM3859,Social Media,Health,Sabah,116.0735,5.9783,,208648,908490,6683,0.5688,1605,0.4723,751086,4.77,57,15/9/2023,20/11/2023,5,1,
CAM3860,Email,Electronics,Johor,103.662,1.492,417729,351027,,27720,0.9979,8660,0.1209,948220,4.86,82,29/12/2023,24/2/2023,1,4,Low
CAM3861,Billboard,Health,Sabah,116.0735,5.9783,189364,432828,887874,41330,0.3286,7677,0.6777,793720,2.45,288,10/5/2023,12/2/2023,1,1,Medium
CAM3862,Social Media,Groceries,Sabah,116.0735,5.9783,338718,273123,816352,29979,0.227,1077,0.4064,884931,0.7,238,1/3/2023,4/1/2023,4,2,
CAM3863,Radio,Electronics,Penang,100.3314,5.4141,420305,236065,360471,26139,0.1284,8364,0.1498,700411,3.33,156,16/11/2023,9/1/2023,,4,Low
CAM3864,Email,Health,Johor,103.662,1.492,429900,299030,845934,,0.2777,9875,0.9128,451895,2.36,148,26/8/2023,29/10/2023,2,7,Low
CAM3865,Social Media,Health,Johor,103.662,1.492,214519,101561,729730,244054.1075,0.4549,,0.7197,486659,2.6,325,12/4/2023,26/10/2023,4,5,Medium
CAM3866,Email,Automotive,Sabah,116.0735,5.9783,198969,437909,331113,21236,0.5466,9421,0.583,364955,2.24,301,19/6/2023,30/5/2023,4,,Low
CAM3867,Email,Electronics,Sabah,116.0735,5.9783,201475,417751,554878,48800,0.3396,648,,,1.06,79,29/10/2023,1/12/2023,1,10,High
CAM3868,Email,Groceries,Kuala Lumpur,101.6869,3.139,42134,121346,743256,12767,0.136,447,0.6398,693423,3.81,213,7/7/2023,16/7/2023,3,6,Low
CAM3869,Social Media,Automotive,Johor,103.662,1.492,32628,388391,430899,34554,0.8763,9827,0.7865,530065,4.66,81,10/4/2023,28/2/2023,4,5,High
CAM3870,TV,Health,Kuala Lumpur,101.6869,3.139,382183,177292,616731,10827,0.9209,2744,0.4544,961559,2.29,246,3/11/2023,20/2/2023,5,,Medium
CAM3871,Billboard,Groceries,Kuala Lumpur,101.6869,3.139,499803,149051,969383,30473,0.0882,,0.7531,873765,1.16,318,9/1/2023,9/7/2023,,6,Low
CAM3872,Email,Health,Sabah,116.0735,5.9783,,259524,6536,1615,0.7011,5296,0.863,778588,2.3,360,28/10/2023,10/8/2023,3,1,Medium
CAM3873,Billboard,Electronics,Kuala Lumpur,101.6869,3.139,259415,381659,994410,,0.4877,6094,0.5219,,,504.2196714,4/7/2023,8/12/2023,4,10,High
CAM3874,Billboard,Electronics,Sabah,116.0735,5.9783,,421968,552382,27505,0.5455,4023,0.8138,917811,3.56,7,16/11/2023,4/7/2023,4,2,Low
CAM3875,Billboard,Groceries,Sarawak,110.3626,1.5532,4108884.125,210532,545856,36807,0.6495,6462,0.167,476002,3.47,100,25/12/2023,31/5/2023,3,3,
CAM3876,Social Media,Automotive,Johor,103.662,1.492,256291,329020,51747,4925,0.1926,5409,0.7417,251948,2.74,197,13/1/2023,24/6/2023,2,6,Medium
CAM3877,TV,Fashion,Johor,103.662,1.492,77727,,118037,24867,0.5978,5742,0.9524,,0.73,72,7/4/2023,27/1/2023,4,5,Medium
CAM3878,TV,Health,Johor,103.662,1.492,466900,331670,130225,21747,0.9813,6756,0.7654,767046,3.15,169,30/3/2023,15/3/2023,2,6,Medium
CAM3879,Social Media,Groceries,Johor,103.662,1.492,,305877,949460,35749,0.2284,8971,0.2557,753358,1.63,1365.594943,6/10/2023,13/10/2023,2,,High
CAM3880,Billboard,Health,Johor,103.662,1.492,40863,262415,799473,36148,,4865,0.5416,749369,3.63,281,26/2/2023,22/2/2023,3,2,
CAM3881,TV,Health,Johor,103.662,1.492,267410,139938,,16880,0.8556,4385,0.3656,612897,0.08,300,10/7/2023,17/3/2023,4,3,Medium
CAM3882,TV,Electronics,Kuala Lumpur,101.6869,3.139,324220,389624,760955,42449,0.4749,9718,0.6697,888959,3.29,153,12/1/2023,12/5/2023,5,2,High
CAM3883,Billboard,Automotive,Kuala Lumpur,101.6869,3.139,353747,435754,740852,35891,0.6291,221,0.804,,5.406169826,41,21/3/2023,23/8/2023,4,6,Medium
CAM3884,Billboard,Fashion,Sabah,116.0735,5.9783,302272,290381,857419,24767,0.1168,9959,0.9811,,1.02,,16/3/2023,17/9/2023,2,9,Low
CAM3885,Email,Electronics,Sabah,116.0735,5.9783,382045,166764,221159,47698,0.9759,4911,,248008,1.61,14,29/7/2023,26/8/2023,3,5,Medium
CAM3886,Radio,Automotive,Kuala Lumpur,101.6869,3.139,128405,204684,734486,19916,0.4507,3351,0.6623,206653,1.9,256,18/2/2023,28/3/2023,1,10,High
CAM3887,TV,Groceries,Sarawak,110.3626,1.5532,195258,72806,606028,21839,0.324,3780,0.2716,36683,3.67,282,25/5/2023,4/7/2023,2,6,
CAM3888,Social Media,Automotive,Kuala Lumpur,101.6869,3.139,397312,235562,198609,,0.5437,5082,0.2805,801232,2.44,59,2/10/2023,2/5/2023,2,,Low
CAM3889,TV,Automotive,Kuala Lumpur,101.6869,3.139,19649,261508,381054,44679,,2127,0.3481,251103,4.11,172,24/8/2023,15/11/2023,1,,Medium
CAM3890,Social Media,Health,Johor,103.662,1.492,73899,277989,678313,44706,0.6464,6404,0.2924,304755,1.52,331,16/6/2023,3/8/2023,3,8,Low
CAM3891,Radio,Fashion,Sabah,116.0735,5.9783,10555,,251452,169701.6167,0.2731,4010,0.4458,181580,2.26,137,14/7/2023,28/12/2023,5,1,High
CAM3892,Social Media,Groceries,Sarawak,110.3626,1.5532,259036,404519,708040,11694,0.1043,1202,0.4693,111138,4.32,358,30/3/2023,9/5/2023,2,2,Low
CAM3893,Email,Fashion,Sarawak,110.3626,1.5532,254093,191017,341770,32179,0.3204,6563,0.401,600722,2.99,82,23/7/2023,17/11/2023,1,5,Medium
CAM3894,TV,Electronics,Sabah,116.0735,5.9783,71382,429435,525398,21066,0.6687,1902,0.8593,683693,2.96,134,13/8/2023,29/11/2023,1,9,Medium
CAM3895,Radio,Automotive,Sarawak,110.3626,1.5532,407510,241014,141352,27399,0.7414,3330,0.5162,30079,0.74,332,19/11/2023,23/9/2023,3,6,Medium
CAM3896,TV,Fashion,Johor,103.662,1.492,353656,150012,899347,30551,0.2754,8028,0.5457,533842,0.53,184,18/2/2023,,5,6,High
CAM3897,TV,Groceries,Penang,100.3314,5.4141,144820,,610976,7269,0.0122,6180,0.5918,843040,0.22,348,9/10/2023,30/6/2023,4,10,High
CAM3898,Radio,Groceries,Penang,100.3314,5.4141,246890,76064,292279,16299,0.335,8555,,299116,3.49,99,3/9/2023,,4,,Low
CAM3899,Email,Groceries,Sabah,116.0735,5.9783,40013,145284,640770,29180,0.1156,,0.5593,159141,3.27,4,24/5/2023,11/7/2023,4,2,Low
CAM3900,TV,Electronics,Sarawak,110.3626,1.5532,,388232,7072,42245,0.3962,7932,0.8671,880270,3.26,110,16/8/2023,29/5/2023,2,9,Medium
CAM3901,Billboard,Groceries,Penang,100.3314,5.4141,161449,169791,31235,32264,0.8992,286,0.4267,613173,1.04,361,18/12/2023,1/2/2023,2,4,Medium
CAM3902,Social Media,Automotive,Kuala Lumpur,101.6869,3.139,469435,,515262,28472,0.1016,129,0.8125,560340,2.12,74,19/8/2023,7/11/2023,3,6,Low
CAM3903,Social Media,Health,Sabah,116.0735,5.9783,49238,178129,85477,39971,0.1943,6707,0.5427,895428,3.95,288,28/4/2023,15/2/2023,5,,Medium
CAM3904,TV,Fashion,Johor,103.662,1.492,297150,369307,841459,37677,,4033,0.797,195785,4.45,209,17/4/2023,20/10/2023,3,4,Low
CAM3905,Billboard,Health,Johor,103.662,1.492,24230,245018,634459,42793,0.1362,,0.4383,85846,,71,12/11/2023,27/9/2023,4,7,High
CAM3906,TV,Automotive,Sabah,116.0735,5.9783,12442,263369,,32652,0.4821,9502,0.0831,183833,0.53,,18/12/2023,14/6/2023,3,9,Low
CAM3907,Email,Groceries,Sabah,116.0735,5.9783,343436,325782,971494,38492,0.5726,2161,0.4174,693886,,98,4/12/2023,9/9/2023,4,10,Medium
CAM3908,Radio,Health,Kuala Lumpur,101.6869,3.139,343489,155714,,35525,0.9197,7513,0.406002986,461146,1.82,,17/9/2023,6/2/2023,2,1,Medium
CAM3909,Email,Electronics,Sarawak,110.3626,1.5532,325335,84252,743239,192767.4116,0.7274,8213,,879887,2.13,,12/6/2023,27/9/2023,2,8,Low
CAM3910,Billboard,Automotive,Kuala Lumpur,101.6869,3.139,376832,,3526829.614,38818,0.273,8421,0.8129,625594,4.66,288,24/3/2023,31/12/2023,2,9,
CAM3911,Radio,Health,Johor,103.662,1.492,191651,173881,971016,28076,0.9511,7374,0.321,259878,2.87,142,10/12/2023,28/12/2023,3,8,High
CAM3912,TV,Automotive,Sarawak,110.3626,1.5532,65973,75949,924978,2036,0.6783,6589,0.834,,2.73,334,5/5/2023,10/4/2023,1,,
CAM3913,Email,Automotive,Sarawak,110.3626,1.5532,429444,411423,125453,11480,0.326,9183,0.9066,477411,2.46,144,5/1/2023,29/4/2023,4,8,High
CAM3914,TV,Automotive,Kuala Lumpur,101.6869,3.139,191607,364913,75052,25250,,1962,0.5618,499282,3.07,321,15/4/2023,17/5/2023,1,6,Medium
CAM3915,Billboard,Fashion,Sarawak,110.3626,1.5532,146118,274076,944298,48508,0.209,412,0.3806,269124,4.72,,2/12/2023,11/7/2023,4,9,High
CAM3916,Social Media,Automotive,Sabah,116.0735,5.9783,412105,26822,969174,43087,0.7096,2816,0.7265,454707,4.47,261,17/11/2023,19/5/2023,2,4,Low
CAM3917,Email,Groceries,Penang,100.3314,5.4141,322016,374185,,48062,0.044,7351,0.3942,564407,4.35,233,21/2/2023,21/3/2023,,7,Low
CAM3918,Radio,Fashion,Sabah,116.0735,5.9783,263534,313337,100829,25918,0.4746,8556,0.4038,877090,2.56,332,5/7/2023,10/4/2023,5,7,Medium
CAM3919,Radio,Fashion,Johor,103.662,1.492,379156,336775,233030,26278,,4214,0.6975,946839,9,29,24/1/2023,20/7/2023,3,7,High
CAM3920,Social Media,Groceries,Kuala Lumpur,101.6869,3.139,425300,245384,680753,39778,,,0.0753,665256,1.09,315,2/2/2023,18/5/2023,2,6,High
CAM3921,Billboard,Automotive,Sarawak,110.3626,1.5532,143071,279723,740059,40922,0.75,9751,0.8159,3715327.109,2.4,121,8/4/2023,5/12/2023,4,2,Low
CAM3922,TV,Health,Sabah,116.0735,5.9783,327982,55465,618247,43612,0.715,109,0.3892,609423,2.49,72,5/2/2023,16/4/2023,5,7,Medium
