,Unnamed: 0,completion_year,rent,rent_type,region,district,property_type,rooms,parking,bathroom,size,furnished_rate,facilities_rate,maintanance_fee,completion_rate,competition_rate_x,competition_rate_y
15282,15282,,1400,house,Selangor,Kajang,Condominium,4,2.0,3.0,1200.0,1.0,,0.0,new,44.0,44.0
15283,15283,,900,house,Selangor,Semenyih,Apartment,2,2.0,2.0,1063.0,1.0,,0.0,new,9.0,9.0
15284,15284,,1200,house,Selangor,Petaling Jaya,Apartment,2,1.0,1.0,515.0,0.0,3.0,0.0,new,1.0,1.0
15285,15285,2021.0,2000,house,Selangor,Seri Kembangan,Service Residence,3,,2.0,1128.0,2.0,9.0,2538.0,new,6.0,6.0
15286,15286,2022.0,1900,house,Selangor,Kota Kemuning,Service Residence,3,2.0,2.0,861.0,1.0,7.0,1937.25,new,20.0,20.0
15287,15287,,2800,house,Selangor,Damansara Perdana,Condominium,6,2.0,3.0,2300.0,1.0,8.0,0.0,new,7.0,7.0
15288,15288,,2200,house,Selangor,Damansara Perdana,Condominium,4,2.0,2.0,980.0,2.0,8.0,0.0,new,7.0,7.0
15289,15289,,1200,house,Selangor,Balakong,Apartment,2,2.0,2.0,857.0,1.0,1.0,0.0,new,4.0,4.0
15290,15290,2005.0,1400,house,Selangor,Subang Jaya,Condominium,4,1.0,2.0,1062.0,1.0,8.0,4768.38,moderate,1.0,1.0
15291,15291,,1400,house,Selangor,Shah Alam,Condominium,3,1.0,2.0,850.0,0.0,4.0,0.0,new,3.0,3.0
15292,15292,,1700,house,Selangor,Shah Alam,Condominium,3,1.0,2.0,900.0,2.0,6.0,0.0,new,3.0,3.0
15293,15293,2014.0,900,room,Selangor,Cyberjaya,Condominium,1,,1.0,550.0,1.0,11.0,2469.5,moderate,24.0,24.0
15294,15294,2020.0,2800,house,Selangor,Setia Alam,Service Residence,3,2.0,2.0,1045.0,2.0,12.0,2351.25,new,68.0,68.0
15295,15295,2018.0,1600,house,Selangor,Kajang,Condominium,3,,2.0,1830.0,1.0,7.0,4117.5,new,10.0,10.0
15296,15296,2021.0,2300,house,Selangor,360,Condominium,2,,2.0,650.0,2.0,7.0,1462.5,new,70.0,70.0
15297,15297,,1300,house,Selangor,Bandar Bukit Raja,Apartment,3,,2.0,1000.0,1.0,,0.0,new,4.0,4.0
15298,15298,2017.0,850,room,Selangor,Semenyih,Others,1,1.0,1.0,477.0,2.0,8.0,1073.25,new,5.0,5.0
15299,15299,2018.0,1500,house,Selangor,Cyberjaya,Service Residence,2,2.0,2.0,650.0,2.0,7.0,1462.5,new,30.0,30.0
15300,15300,,3500,house,Selangor,Bandar Sunway,Condominium,6,,2.0,1300.0,2.0,9.0,0.0,new,7.0,7.0
15301,15301,2019.0,2500,house,Selangor,Cheras,Service Residence,4,2.0,2.0,1367.0,1.0,9.0,3075.75,new,15.0,15.0
15302,15302,,1800,house,Selangor,Ampang,Condominium,3,1.0,2.0,1300.0,1.0,5.0,0.0,new,2.0,2.0
15303,15303,,1200,house,Selangor,Seri Kembangan,Apartment,3,2.0,2.0,960.0,0.0,6.0,0.0,new,10.0,10.0
15304,15304,,1700,house,Selangor,Bukit Jelutong,Service Residence,2,2.0,2.0,800.0,1.0,9.0,0.0,new,12.0,12.0
15305,15305,2019.0,2300,house,Selangor,Cheras,Service Residence,3,2.0,2.0,1367.0,2.0,10.0,3075.75,new,15.0,15.0
15306,15306,,1800,house,Selangor,Kuala Langat,Service Residence,3,,2.0,2000.0,1.0,9.0,0.0,new,18.0,18.0
15307,15307,,1000,house,Selangor,Puncak Alam,Service Residence,3,1.0,2.0,842.0,0.0,9.0,0.0,new,,
15308,15308,2017.0,1000,room,Selangor,Cyberjaya,Service Residence,1,,1.0,544.0,2.0,7.0,1224.0,new,14.0,14.0
15309,15309,2020.0,2600,house,Selangor,Setia Alam,Service Residence,2,2.0,2.0,858.0,2.0,12.0,1930.5,new,68.0,68.0
15310,15310,,1400,house,Selangor,Ampang,Apartment,3,1.0,2.0,887.0,1.0,3.0,0.0,new,1.0,1.0
15311,15311,2017.0,1800,house,Selangor,Sepang,Condominium,4,2.0,2.0,1135.0,1.0,7.0,2553.75,new,10.0,10.0
15312,15312,,750,house,Selangor,Damansara Damai,Apartment,3,,2.0,650.0,0.0,1.0,0.0,new,9.0,9.0
15313,15313,,1200,house,Selangor,Kuala Langat,Service Residence,3,2.0,2.0,1004.0,0.0,7.0,0.0,new,18.0,18.0
15314,15314,,910,house,Selangor,Damansara Damai,Apartment,3,1.0,2.0,850.0,1.0,4.0,0.0,new,37.0,37.0
15315,15315,2015.0,1300,house,Selangor,Setia Alam,Apartment,3,2.0,2.0,950.0,1.0,6.0,2137.5,new,19.0,19.0
15316,15316,,1300,house,Selangor,Kajang,Apartment,3,1.0,2.0,1050.0,0.0,6.0,0.0,new,7.0,7.0
15317,15317,,1000,house,Selangor,Semenyih,Condominium,3,,2.0,1097.0,1.0,8.0,0.0,new,,
15318,15318,,2000,house,Selangor,Seri Kembangan,Condominium,4,2.0,3.0,1480.0,1.0,10.0,0.0,new,7.0,7.0
15319,15319,2004.0,2500,house,Selangor,Subang Jaya,Apartment,4,2.0,2.0,1300.0,2.0,,11687.0,old,2.0,2.0
15320,15320,2013.0,1400,house,Selangor,Shah Alam,Service Residence,2,1.0,1.0,527.0,2.0,10.0,2366.23,moderate,1.0,1.0
15321,15321,2021.0,2000,house,Selangor,Cyberjaya,Condominium,3,,2.0,1000.0,2.0,,2250.0,new,104.0,104.0
15322,15322,2015.0,2500,house,Selangor,Cyberjaya,Condominium,4,2.0,3.0,1647.0,2.0,7.0,3705.75,new,1.0,1.0
15323,15323,2018.0,1300,house,Selangor,Puncak Alam,Service Residence,3,,2.0,842.0,2.0,9.0,1894.5,new,20.0,20.0
15324,15324,2016.0,2600,house,Selangor,Petaling Jaya,Service Residence,2,1.0,1.0,700.0,2.0,4.0,1575.0,new,4.0,4.0
15325,15325,,780,house,Selangor,Damansara Damai,Apartment,3,2.0,2.0,675.0,0.0,5.0,0.0,new,8.0,8.0
15326,15326,2017.0,1600,house,Selangor,Shah Alam,Service Residence,3,,2.0,882.0,0.0,,1984.5,new,22.0,22.0
15327,15327,2021.0,5000,house,Selangor,Subang Jaya,Condominium,3,2.0,3.0,1389.0,2.0,5.0,3125.25,new,4.0,4.0
15328,15328,2014.0,1300,room,Selangor,Shah Alam,Service Residence,1,1.0,1.0,550.0,2.0,12.0,2469.5,moderate,59.0,59.0
15329,15329,2014.0,1300,house,Selangor,Shah Alam,Service Residence,2,1.0,1.0,659.0,1.0,13.0,2958.9100000000003,moderate,59.0,59.0
15330,15330,2001.0,700,house,Selangor,Kajang,Condominium,3,,2.0,1012.0,2.0,8.0,9097.880000000001,old,29.0,29.0
15331,15331,2021.0,450,house,Selangor,Petaling Jaya,Apartment,3,,2.0,852.0,2.0,7.0,1917.0,new,38.0,38.0
15332,15332,,650,house,Selangor,Bangi,Apartment,3,,2.0,723.0,0.0,,0.0,new,3.0,3.0
15333,15333,,1300,house,Selangor,Shah Alam,Apartment,3,,2.0,960.0,0.0,4.0,0.0,new,13.0,13.0
15334,15334,,800,house,Selangor,Selayang,Flat,2,,1.0,600.0,1.0,5.0,0.0,new,1.0,1.0
15335,15335,2015.0,1000,room,Selangor,Cyberjaya,Apartment,1,1.0,8.0,550.0,2.0,6.0,1237.5,new,1.0,1.0
15336,15336,,950,house,Selangor,Puchong,Apartment,3,1.0,2.0,842.0,0.0,4.0,0.0,new,3.0,3.0
15337,15337,2023.0,1400,house,Selangor,Dengkil,Service Residence,3,2.0,2.0,901.0,1.0,10.0,2027.25,new,18.0,18.0
15338,15338,2004.0,1350,house,Selangor,Seri Kembangan,Apartment,3,1.0,2.0,815.0,2.0,7.0,7326.85,old,18.0,18.0
15339,15339,2017.0,1300,house,Selangor,Seri Kembangan,Service Residence,2,,2.0,966.0,1.0,8.0,2173.5,new,9.0,9.0
15340,15340,,900,room,Selangor,Seri Kembangan,Service Residence,1,,1.0,595.0,2.0,12.0,0.0,new,7.0,7.0
15341,15341,,1300,house,Selangor,Bangi,Service Residence,3,,2.0,956.0,1.0,,0.0,new,10.0,10.0
15342,15342,,600,house,Selangor,Rawang,Apartment,3,,2.0,725.0,1.0,2.0,0.0,new,6.0,6.0
15343,15343,2014.0,1600,house,Selangor,Batu Caves,Service Residence,3,,2.0,1051.0,1.0,11.0,4718.99,moderate,63.0,63.0
15344,15344,,1200,house,Selangor,Ampang,Apartment,3,1.0,2.0,836.0,0.0,6.0,0.0,new,8.0,8.0
15345,15345,,580,room,Selangor,Shah Alam,Apartment,1,2.0,1.0,80.0,2.0,5.0,0.0,new,,
15346,15346,,800,house,Selangor,Kuala Selangor,Apartment,3,1.0,2.0,938.0,2.0,2.0,0.0,new,2.0,2.0
15347,15347,2018.0,2300,house,Selangor,Cyberjaya,Service Residence,3,2.0,2.0,990.0,2.0,6.0,2227.5,new,30.0,30.0
15348,15348,2013.0,1400,house,Selangor,Puchong,Condominium,3,1.0,2.0,915.0,1.0,8.0,4108.35,moderate,6.0,6.0
15349,15349,2018.0,3800,house,Selangor,Klang,Service Residence,3,,3.0,1627.0,2.0,13.0,3660.75,new,53.0,53.0
15350,15350,2015.0,1500,house,Selangor,Setia Alam,Apartment,3,,2.0,950.0,1.0,11.0,2137.5,new,19.0,19.0
15351,15351,2006.0,1200,house,Selangor,Petaling Jaya,Apartment,3,,2.0,775.0,0.0,,3479.75,moderate,27.0,27.0
15352,15352,2007.0,2000,house,Selangor,Bandar Sunway,Service Residence,3,1.0,2.0,949.0,2.0,10.0,4261.01,moderate,15.0,15.0
15353,15353,,1200,house,Selangor,Kajang,Apartment,3,,2.0,1000.0,1.0,6.0,0.0,new,6.0,6.0
15354,15354,2021.0,3300,house,Selangor,Petaling Jaya,Service Residence,3,,2.0,818.0,2.0,14.0,1840.5,new,9.0,9.0
15355,15355,,1400,house,Selangor,Damansara Damai,Condominium,3,2.0,2.0,674.0,2.0,12.0,0.0,new,,
15356,15356,,1400,room,Selangor,Ampang,Condominium,1,,1.0,450.0,2.0,9.0,0.0,new,40.0,40.0
15357,15357,,1400,house,Selangor,Selayang,Service Residence,2,1.0,2.0,1000.0,2.0,7.0,0.0,new,11.0,11.0
15358,15358,,1500,room,Selangor,Selayang,Service Residence,1,1.0,2.0,900.0,2.0,8.0,0.0,new,11.0,11.0
15359,15359,,1300,room,Selangor,Selayang,Service Residence,1,1.0,1.0,650.0,2.0,7.0,0.0,new,11.0,11.0
15360,15360,1996.0,900,house,Selangor,Bandar Sri Damansara,Condominium,3,1.0,2.0,811.0,1.0,5.0,7290.89,old,9.0,9.0
15361,15361,,1300,house,Selangor,Selayang,Service Residence,2,1.0,2.0,1000.0,1.0,6.0,0.0,new,11.0,11.0
15362,15362,1990.0,1100,house,Selangor,Batu Caves,Apartment,3,1.0,2.0,1100.0,0.0,10.0,9889.0,old,2.0,2.0
15363,15363,,600,house,Selangor,Ampang,Flat,3,,2.0,670.0,0.0,2.0,0.0,new,1.0,1.0
15364,15364,2020.0,1300,house,Selangor,Setia Alam,Apartment,3,,2.0,900.0,1.0,14.0,2025.0,new,9.0,9.0
15365,15365,,800,house,Selangor,Balakong,Apartment,3,1.0,2.0,850.0,0.0,1.0,0.0,new,4.0,4.0
15366,15366,,700,house,Selangor,Cheras,Apartment,2,1.0,1.0,600.0,1.0,3.0,0.0,new,6.0,6.0
15367,15367,2015.0,1300,room,Selangor,Damansara Perdana,Condominium,1,,2.0,1180.0,1.0,3.0,2655.0,new,48.0,48.0
15368,15368,,750,house,Selangor,Shah Alam,Apartment,3,,2.0,650.0,0.0,2.0,0.0,new,14.0,14.0
15369,15369,,1200,house,Selangor,Cheras,Apartment,3,2.0,2.0,1021.0,1.0,,0.0,new,3.0,3.0
15370,15370,2015.0,1200,room,Selangor,Damansara Perdana,Condominium,1,2.0,1.0,952.0,1.0,3.0,2142.0,new,48.0,48.0
15371,15371,2015.0,1600,house,Selangor,Setia Alam,Apartment,3,2.0,2.0,830.0,2.0,10.0,1867.5,new,9.0,9.0
15372,15372,,1000,house,Selangor,Cyberjaya,Condominium,3,1.0,2.0,450.0,2.0,11.0,0.0,new,,
15373,15373,,1550,house,Selangor,Bandar Mahkota Cheras,Condominium,4,2.0,2.0,1396.0,0.0,14.0,0.0,new,44.0,44.0
15374,15374,2020.0,2600,house,Selangor,Setia Alam,Service Residence,3,2.0,2.0,985.0,1.0,12.0,2216.25,new,68.0,68.0
15375,15375,2018.0,1600,house,Selangor,Port Klang,Service Residence,3,2.0,2.0,890.0,1.0,,2002.5,new,61.0,61.0
15376,15376,2015.0,1200,room,Selangor,Damansara Perdana,Condominium,1,,2.0,952.0,1.0,3.0,2142.0,new,48.0,48.0
15377,15377,,550,house,Selangor,Shah Alam,Apartment,3,2.0,1.0,650.0,0.0,2.0,0.0,new,14.0,14.0
15378,15378,,1300,house,Selangor,Ampang,Condominium,3,1.0,2.0,900.0,1.0,11.0,0.0,new,7.0,7.0
15379,15379,2015.0,1000,room,Selangor,Petaling Jaya,Studio,1,,1.0,448.0,2.0,,1008.0,new,15.0,15.0
15380,15380,,900,house,Selangor,Semenyih,Apartment,3,2.0,2.0,860.0,1.0,,0.0,new,18.0,18.0
15381,15381,2015.0,1200,room,Selangor,Damansara Perdana,Condominium,1,,1.0,448.0,2.0,4.0,1008.0,new,48.0,48.0
15382,15382,2015.0,1000,room,Selangor,Damansara Perdana,Condominium,1,,1.0,420.0,2.0,3.0,945.0,new,48.0,48.0
15383,15383,2015.0,1300,room,Selangor,Damansara Perdana,Condominium,1,,2.0,952.0,2.0,3.0,2142.0,new,48.0,48.0
15384,15384,2015.0,1200,room,Selangor,Damansara Perdana,Condominium,1,,2.0,1044.0,1.0,4.0,2349.0,new,48.0,48.0
15385,15385,2010.0,950,house,Selangor,Cheras,Apartment,3,,2.0,850.0,0.0,2.0,3816.5,moderate,8.0,8.0
15386,15386,,1400,house,Selangor,Bangi,Apartment,3,2.0,3.0,1100.0,1.0,8.0,0.0,new,12.0,12.0
15387,15387,2021.0,950,house,Selangor,Petaling Jaya,Apartment,3,1.0,2.0,850.0,0.0,7.0,1912.5,new,38.0,38.0
15388,15388,2021.0,2600,house,Selangor,360,Condominium,2,,2.0,650.0,2.0,6.0,1462.5,new,70.0,70.0
15389,15389,2010.0,2200,house,Selangor,Ulu Klang,Condominium,2,2.0,2.0,950.0,2.0,7.0,4265.5,moderate,33.0,33.0
15390,15390,,650,house,Selangor,Puchong,Apartment,2,,3.0,680.0,0.0,3.0,0.0,new,12.0,12.0
15391,15391,,1100,house,Selangor,Shah Alam,Apartment,3,,2.0,1100.0,0.0,,0.0,new,9.0,9.0
15392,15392,2017.0,1650,house,Selangor,Shah Alam,Service Residence,3,2.0,2.0,882.0,0.0,,1984.5,new,22.0,22.0
15393,15393,2017.0,1400,house,Selangor,Shah Alam,Service Residence,3,,2.0,880.0,0.0,,1980.0,new,22.0,22.0
15394,15394,2021.0,2500,house,Selangor,360,Condominium,3,2.0,2.0,810.0,2.0,6.0,1822.5,new,70.0,70.0
15395,15395,,120,house,Selangor,Subang Jaya,Service Residence,2,,1.0,548.0,2.0,9.0,0.0,new,2.0,2.0
15396,15396,2018.0,1300,room,Selangor,Sungai Buloh,Studio,1,1.0,1.0,450.0,2.0,,1012.5,new,2.0,2.0
15397,15397,,1500,house,Selangor,Ampang,Apartment,3,1.0,2.0,1013.0,2.0,6.0,0.0,new,1.0,1.0
15398,15398,2020.0,900,house,Selangor,Kajang,Condominium,3,,2.0,900.0,0.0,9.0,2025.0,new,4.0,4.0
15399,15399,,800,house,Selangor,Ampang,Apartment,3,,2.0,770.0,1.0,3.0,0.0,new,11.0,11.0
15400,15400,,1200,house,Selangor,Ampang,Condominium,3,1.0,2.0,900.0,0.0,8.0,0.0,new,1.0,1.0
15401,15401,,650,house,Selangor,Seri Kembangan,Flat,3,,2.0,650.0,0.0,3.0,0.0,new,5.0,5.0
15402,15402,,1700,house,Selangor,Puchong,Service Residence,3,2.0,2.0,990.0,1.0,10.0,0.0,new,14.0,14.0
15403,15403,2016.0,1400,house,Selangor,Cheras,Service Residence,2,2.0,2.0,850.0,1.0,14.0,1912.5,new,20.0,20.0
15404,15404,2022.0,1500,house,Selangor,Sepang,Condominium,3,,2.0,807.0,1.0,10.0,1815.75,new,9.0,9.0
15405,15405,2022.0,1500,house,Selangor,Kajang,Condominium,2,1.0,1.0,600.0,2.0,12.0,1350.0,new,69.0,69.0
15406,15406,2007.0,850,house,Selangor,Kajang,Apartment,3,1.0,2.0,910.0,1.0,7.0,4085.9,moderate,4.0,4.0
15407,15407,2018.0,1700,house,Selangor,Klang,Service Residence,3,2.0,2.0,864.0,2.0,10.0,1944.0,new,21.0,21.0
15408,15408,,480,house,Selangor,Rawang,Apartment,2,,1.0,700.0,0.0,2.0,0.0,new,5.0,5.0
15409,15409,2020.0,1500,house,Selangor,Sepang,Condominium,3,2.0,2.0,818.0,2.0,6.0,1840.5,new,85.0,85.0
15410,15410,1991.0,1500,house,Selangor,Ampang,Condominium,3,1.0,2.0,1036.0,0.0,3.0,9313.64,old,1.0,1.0
15411,15411,2021.0,1200,room,Selangor,Puchong,Service Residence,1,2.0,1.0,554.0,1.0,10.0,1246.5,new,35.0,35.0
15412,15412,2010.0,1550,house,Selangor,Damansara Perdana,Condominium,3,1.0,2.0,860.0,2.0,6.0,3861.4,moderate,16.0,16.0
15413,15413,2020.0,1300,house,Selangor,Sepang,Condominium,3,2.0,2.0,818.0,1.0,6.0,1840.5,new,85.0,85.0
15414,15414,2020.0,1200,house,Selangor,Sepang,Condominium,3,2.0,2.0,818.0,1.0,6.0,1840.5,new,85.0,85.0
15415,15415,2020.0,1400,house,Selangor,Sepang,Condominium,3,2.0,2.0,818.0,2.0,6.0,1840.5,new,85.0,85.0
15416,15416,,1650,house,Selangor,Puchong,Service Residence,3,1.0,2.0,990.0,1.0,14.0,0.0,new,14.0,14.0
15417,15417,2017.0,1500,house,Selangor,I-City,Service Residence,2,,1.0,600.0,2.0,9.0,1350.0,new,29.0,29.0
15418,15418,,1800,house,Selangor,Shah Alam,Service Residence,2,1.0,2.0,725.0,2.0,10.0,0.0,new,1.0,1.0
15419,15419,2001.0,900,house,Selangor,Kajang,Condominium,3,1.0,2.0,880.0,1.0,8.0,7911.2,old,12.0,12.0
15420,15420,2001.0,850,house,Selangor,Kajang,Condominium,3,1.0,2.0,880.0,1.0,7.0,7911.2,old,12.0,12.0
15421,15421,2008.0,2800,house,Selangor,Kota Damansara,Condominium,3,1.0,3.0,1422.0,2.0,11.0,6384.780000000001,moderate,4.0,4.0
15422,15422,,650,house,Selangor,Cheras,Apartment,3,,2.0,680.0,0.0,,0.0,new,5.0,5.0
15423,15423,2008.0,1300,house,Selangor,Puchong,Apartment,3,2.0,2.0,900.0,1.0,,4041.0,moderate,5.0,5.0
15424,15424,,4000,house,Selangor,Kota Damansara,Condominium,3,2.0,3.0,1570.0,1.0,7.0,0.0,new,,
15425,15425,,2480,house,Selangor,Subang Jaya,Condominium,2,1.0,2.0,700.0,2.0,10.0,0.0,new,,
15426,15426,2015.0,1300,room,Selangor,Setia Alam,Studio,1,1.0,1.0,488.0,2.0,8.0,1098.0,new,15.0,15.0
15427,15427,,1600,house,Selangor,Cheras,Service Residence,2,,2.0,704.0,1.0,10.0,0.0,new,58.0,58.0
15428,15428,2022.0,850,house,Selangor,Kajang,Condominium,2,1.0,1.0,600.0,0.0,7.0,1350.0,new,69.0,69.0
15429,15429,,2350,house,Selangor,Shah Alam,Service Residence,2,,1.0,484.0,2.0,9.0,0.0,new,27.0,27.0
15430,15430,2019.0,1900,house,Selangor,Damansara Damai,Condominium,3,2.0,2.0,1076.0,2.0,5.0,2421.0,new,13.0,13.0
15431,15431,,1000,room,Selangor,Sepang,Studio,1,,1.0,450.0,2.0,7.0,0.0,new,2.0,2.0
15432,15432,2020.0,1200,house,Selangor,Shah Alam,Apartment,3,2.0,2.0,870.0,1.0,7.0,1957.5,new,4.0,4.0
15433,15433,,700,room,Selangor,Sepang,Condominium,1,1.0,1.0,450.0,0.0,12.0,0.0,new,31.0,31.0
15434,15434,2015.0,700,room,Selangor,Cyberjaya,Condominium,1,1.0,1.0,450.0,0.0,10.0,1012.5,new,23.0,23.0
15435,15435,2016.0,1600,house,Selangor,Cheras,Service Residence,3,2.0,2.0,1267.0,1.0,14.0,2850.75,new,20.0,20.0
15436,15436,2020.0,2000,house,Selangor,Setia Alam,Service Residence,2,2.0,2.0,985.0,1.0,9.0,2216.25,new,68.0,68.0
15437,15437,2015.0,650,house,Selangor,Damansara Perdana,Condominium,3,,2.0,650.0,1.0,2.0,1462.5,new,34.0,34.0
15438,15438,2014.0,1100,house,Selangor,Batu Caves,Service Residence,3,,2.0,842.0,1.0,8.0,3780.5800000000004,moderate,63.0,63.0
15439,15439,,750,house,Selangor,Puchong,Apartment,3,,2.0,675.0,1.0,,0.0,new,5.0,5.0
15440,15440,,1600,house,Selangor,Klang,Condominium,3,2.0,2.0,884.0,2.0,1.0,0.0,new,38.0,38.0
15441,15441,,1100,house,Selangor,Klang,Condominium,3,2.0,2.0,884.0,0.0,1.0,0.0,new,38.0,38.0
15442,15442,2022.0,800,room,Selangor,Dengkil,Service Residence,1,1.0,1.0,239.0,2.0,9.0,537.75,new,49.0,49.0
15443,15443,,2500,house,Selangor,Klang,Service Residence,3,2.0,2.0,815.0,2.0,1.0,0.0,new,22.0,22.0
15444,15444,2021.0,2350,house,Selangor,Seri Kembangan,Service Residence,3,2.0,2.0,1000.0,2.0,13.0,2250.0,new,15.0,15.0
15445,15445,,750,house,Selangor,Ampang,Apartment,2,1.0,1.0,560.0,1.0,5.0,0.0,new,11.0,11.0
15446,15446,2019.0,1498,room,Selangor,Puncak Alam,Apartment,1,1.0,1.0,600.0,2.0,8.0,1350.0,new,9.0,9.0
15447,15447,2018.0,1200,house,Selangor,Puncak Alam,Service Residence,3,1.0,2.0,849.0,1.0,9.0,1910.25,new,20.0,20.0
15448,15448,2015.0,1500,house,Selangor,Setia Alam,Apartment,3,,2.0,950.0,1.0,6.0,2137.5,new,19.0,19.0
15449,15449,2018.0,1900,house,Selangor,Klang,Service Residence,2,,2.0,855.0,2.0,9.0,1923.75,new,53.0,53.0
15450,15450,2020.0,3500,house,Selangor,Ampang,Service Residence,3,1.0,2.0,1050.0,2.0,10.0,2362.5,new,19.0,19.0
15451,15451,2021.0,1100,house,Selangor,Petaling Jaya,Apartment,3,,2.0,992.0,1.0,4.0,2232.0,new,38.0,38.0
15452,15452,2019.0,900,house,Selangor,Semenyih,Apartment,3,2.0,2.0,900.0,0.0,,2025.0,new,26.0,26.0
15453,15453,,2000,house,Selangor,Shah Alam,Service Residence,2,,1.0,484.0,2.0,8.0,0.0,new,27.0,27.0
15454,15454,2020.0,1000,house,Selangor,Kajang,Condominium,3,2.0,2.0,1011.0,1.0,12.0,2274.75,new,15.0,15.0
15455,15455,,900,house,Selangor,Bangi,Apartment,3,,2.0,860.0,0.0,4.0,0.0,new,6.0,6.0
15456,15456,2005.0,1200,house,Selangor,Petaling Jaya,Condominium,3,1.0,2.0,1130.0,1.0,6.0,5073.7,moderate,1.0,1.0
15457,15457,2018.0,1500,house,Selangor,Balakong,Service Residence,3,2.0,2.0,1000.0,2.0,10.0,2250.0,new,36.0,36.0
15458,15458,,1300,house,Selangor,Bandar Bukit Raja,Apartment,3,,2.0,1000.0,1.0,4.0,0.0,new,9.0,9.0
15459,15459,2016.0,1100,room,Selangor,Bangi,Studio,1,1.0,1.0,454.0,2.0,10.0,1021.5,new,4.0,4.0
15460,15460,,1200,house,Selangor,389,Apartment,3,1.0,2.0,950.0,2.0,6.0,0.0,new,14.0,14.0
15461,15461,2010.0,1100,house,Selangor,Selayang,Condominium,3,1.0,2.0,900.0,1.0,10.0,4041.0,moderate,17.0,17.0
15462,15462,2002.0,950,house,Selangor,Puchong,Apartment,3,1.0,2.0,823.0,1.0,4.0,7398.77,old,5.0,5.0
15463,15463,2002.0,950,house,Selangor,Puchong,Apartment,3,1.0,2.0,823.0,1.0,4.0,7398.77,old,5.0,5.0
15464,15464,2008.0,1400,house,Selangor,Subang Jaya,Condominium,3,,2.0,969.0,2.0,11.0,4350.81,moderate,3.0,3.0
15465,15465,2000.0,1100,house,Selangor,Ampang,Condominium,3,1.0,2.0,850.0,0.0,9.0,7641.5,old,5.0,5.0
15466,15466,,1600,house,Selangor,Klang,Condominium,3,2.0,2.0,870.0,2.0,9.0,0.0,new,38.0,38.0
15467,15467,2023.0,1000,house,Selangor,Dengkil,Service Residence,3,2.0,2.0,1050.0,0.0,7.0,2362.5,new,18.0,18.0
15468,15468,2019.0,1500,house,Selangor,Kajang,Service Residence,2,2.0,1.0,638.0,2.0,6.0,1435.5,new,21.0,21.0
15469,15469,,2200,house,Selangor,Petaling Jaya,Condominium,2,,2.0,1206.0,2.0,5.0,0.0,new,9.0,9.0
15470,15470,,450,house,Selangor,Rawang,Apartment,3,,2.0,780.0,0.0,2.0,0.0,new,3.0,3.0
15471,15471,,1200,house,Selangor,Rawang,Apartment,3,1.0,2.0,950.0,0.0,4.0,0.0,new,7.0,7.0
15472,15472,,1850,house,Selangor,Puchong,Service Residence,3,2.0,2.0,990.0,1.0,13.0,0.0,new,14.0,14.0
15473,15473,2008.0,1500,house,Selangor,Seri Kembangan,Condominium,4,1.0,2.0,1246.0,1.0,8.0,5594.54,moderate,22.0,22.0
15474,15474,,1200,room,Selangor,Subang Jaya,Condominium,1,,1.0,600.0,2.0,,0.0,new,6.0,6.0
15475,15475,2016.0,1800,house,Selangor,Damansara Damai,Condominium,3,2.0,2.0,1200.0,1.0,,2700.0,new,15.0,15.0
15476,15476,2016.0,1200,room,Selangor,Damansara Damai,Condominium,1,1.0,1.0,600.0,1.0,,1350.0,new,15.0,15.0
15477,15477,2016.0,2750,house,Selangor,Damansara Damai,Condominium,4,4.0,4.0,2400.0,1.0,,5400.0,new,15.0,15.0
15478,15478,,1200,house,Selangor,Cyberjaya,Apartment,3,2.0,2.0,850.0,1.0,3.0,0.0,new,13.0,13.0
15479,15479,2019.0,1250,house,Selangor,Damansara Damai,Condominium,2,2.0,2.0,744.0,1.0,1.0,1674.0,new,10.0,10.0
15480,15480,2011.0,1300,house,Selangor,Batu Caves,Condominium,3,1.0,2.0,1144.0,2.0,3.0,5136.56,moderate,19.0,19.0
15481,15481,,898,house,Selangor,Rawang,Apartment,3,1.0,2.0,850.0,1.0,5.0,0.0,new,29.0,29.0
15482,15482,2013.0,1300,house,Selangor,Petaling Jaya,Condominium,3,1.0,2.0,1012.0,1.0,,4543.88,moderate,30.0,30.0
15483,15483,2018.0,1850,house,Selangor,Bukit Jelutong,Service Residence,2,2.0,2.0,879.0,1.0,11.0,1977.75,new,3.0,3.0
15484,15484,2014.0,2800,house,Selangor,Cheras,Service Residence,3,1.0,2.0,875.0,2.0,9.0,3928.75,moderate,26.0,26.0
15485,15485,,650,house,Selangor,Batu Caves,Flat,3,,1.0,854.0,0.0,2.0,0.0,new,1.0,1.0
15486,15486,,1150,room,Selangor,Petaling Jaya,Studio,1,1.0,1.0,301.0,1.0,8.0,0.0,new,2.0,2.0
15487,15487,,800,house,Selangor,Damansara Damai,Apartment,3,,2.0,650.0,1.0,4.0,0.0,new,11.0,11.0
15488,15488,,1298,house,Selangor,Kajang,Condominium,3,2.0,2.0,920.0,1.0,5.0,0.0,new,6.0,6.0
15489,15489,2017.0,1300,house,Selangor,I-City,Service Residence,2,1.0,1.0,626.0,2.0,12.0,1408.5,new,29.0,29.0
15490,15490,2011.0,1800,room,Selangor,Subang Jaya,Service Residence,1,1.0,1.0,650.0,2.0,5.0,2918.5,moderate,18.0,18.0
